Epoch,Loss,Test Accuracy
0,0.9174399375915527,0.7255676209279368
1,2.941532850265503,0.7255676209279368
2,0.8610696792602539,0.2744323790720632
3,8.196453094482422,0.27591312931885487
4,1.4868336915969849,0.7255676209279368
5,2.920227289199829,0.7255676209279368
6,5.016326427459717,0.7255676209279368
7,6.059497833251953,0.7255676209279368
8,6.2501301765441895,0.7255676209279368
9,5.833755016326904,0.7255676209279368
10,4.979281425476074,0.7255676209279368
11,3.8175747394561768,0.7255676209279368
12,2.4521548748016357,0.7270483711747285
13,0.9936586618423462,0.27690029615004935
14,1.720460057258606,0.2754195459032576
15,2.821394443511963,0.2788746298124383
16,1.4388048648834229,0.7374136229022705
17,0.5910674929618835,0.7275419545903258
18,1.1798468828201294,0.7255676209279368
19,1.5763084888458252,0.7255676209279368
20,1.7276290655136108,0.7255676209279368
21,1.6636632680892944,0.7265547877591313
22,1.4219869375228882,0.7290227048371175
23,1.0474460124969482,0.7384007897334649
24,0.6265510320663452,0.7615992102665351
25,0.5545840263366699,0.2956564659427443
26,1.1106860637664795,0.3262586377097729
27,1.0315206050872803,0.7625863770977295
28,0.5406755805015564,0.7448173741362291
29,0.5428217053413391,0.7359328726554788
30,0.7346945405006409,0.7339585389930898
31,0.8481699228286743,0.7339585389930898
32,0.8455011248588562,0.7359328726554788
33,0.7409977316856384,0.7428430404738401
34,0.5804213285446167,0.7492596248766041
35,0.4809502363204956,0.7606120434353406
36,0.5834003686904907,0.6535044422507403
37,0.7022054195404053,0.7606120434353406
38,0.6057770252227783,0.7581441263573544
39,0.48736876249313354,0.7507403751233959
40,0.5059916973114014,0.7453109575518263
41,0.5754910111427307,0.7418558736426456
42,0.6059315800666809,0.7453109575518263
43,0.5782076120376587,0.7502467917077986
44,0.5162538886070251,0.7517275419545904
45,0.4779497981071472,0.7645607107601184
46,0.5075809955596924,0.7615992102665351
47,0.5512223243713379,0.7690029615004936
48,0.5326116681098938,0.7620927936821322
49,0.4864688217639923,0.7502467917077986
50,0.47900819778442383,0.7517275419545904
51,0.5037621259689331,0.7502467917077986
52,0.5199902057647705,0.7517275419545904
53,0.5098844766616821,0.7517275419545904
54,0.4852917492389679,0.7576505429417572
55,0.47402915358543396,0.7640671273445212
56,0.4874846935272217,0.7670286278381047
57,0.5005633234977722,0.7655478775913129
58,0.4908939599990845,0.7581441263573544
59,0.47462818026542664,0.7556762092793682
60,0.47388291358947754,0.7546890424481737
61,0.4837680459022522,0.7541954590325765
62,0.4877481758594513,0.7551826258637709
63,0.48039430379867554,0.7591312931885489
64,0.4714440703392029,0.7581441263573544
65,0.4713582992553711,0.7665350444225074
66,0.4782450199127197,0.7670286278381047
67,0.47887009382247925,0.7615992102665351
68,0.4719964861869812,0.7581441263573544
69,0.4681394398212433,0.7601184600197434
70,0.47099947929382324,0.7601184600197434
71,0.4739988446235657,0.7591312931885489
72,0.4719923436641693,0.7601184600197434
73,0.4676080048084259,0.7625863770977295
74,0.4665645360946655,0.7640671273445212
75,0.469030499458313,0.7640671273445212
76,0.4696311354637146,0.7625863770977295
77,0.4667918384075165,0.7615992102665351
78,0.4647704064846039,0.7606120434353406
79,0.4656824767589569,0.7620927936821322
80,0.4667617082595825,0.7615992102665351
81,0.46561840176582336,0.7606120434353406
82,0.46362441778182983,0.763573543928924
83,0.46329060196876526,0.7675222112537019
84,0.4641730487346649,0.7680157946692991
85,0.46388623118400574,0.7655478775913129
86,0.4623965919017792,0.7620927936821322
87,0.46169745922088623,0.7625863770977295
88,0.4620981216430664,0.763573543928924
89,0.46209293603897095,0.763573543928924
90,0.46115025877952576,0.7630799605133267
91,0.4603130519390106,0.7660414610069102
92,0.46035313606262207,0.7680157946692991
93,0.46040838956832886,0.7670286278381047
94,0.4597480297088623,0.7645607107601184
95,0.4590228199958801,0.7650542941757157
96,0.45888033509254456,0.7660414610069102
97,0.4588530659675598,0.7670286278381047
98,0.45837652683258057,0.7665350444225074
99,0.4577600359916687,0.7665350444225074
100,0.4575130045413971,0.7680157946692991
101,0.4574182331562042,0.7685093780848964
102,0.45702505111694336,0.7660414610069102
103,0.4565059542655945,0.7685093780848964
104,0.4562349021434784,0.7694965449160909
