Epoch,Loss,Test Accuracy
0,0.7585582137107849,0.7255676209279368
1,7.72499942779541,0.7255676209279368
2,4.697887420654297,0.7255676209279368
3,2.8620755672454834,0.7255676209279368
4,1.3852627277374268,0.7453109575518263
5,0.6160630583763123,0.27492596248766044
6,1.9625005722045898,0.2897334649555775
7,1.079014539718628,0.7393879565646594
8,0.6009952425956726,0.7255676209279368
9,0.7474786639213562,0.7255676209279368
10,0.9171869158744812,0.7255676209279368
11,0.9815298318862915,0.7255676209279368
12,0.9444670081138611,0.7255676209279368
13,0.8298389911651611,0.7255676209279368
14,0.6751596331596375,0.7433366238894373
15,0.5591166019439697,0.7245804540967423
16,0.5761176347732544,0.6609081934846989
17,0.6663855314254761,0.6426456071076012
18,0.7050999402999878,0.6697926949654491
19,0.6609141230583191,0.707305034550839
20,0.5860934257507324,0.7433366238894373
21,0.5427361130714417,0.7428430404738401
22,0.5494148135185242,0.7438302073050346
23,0.5829233527183533,0.7438302073050346
24,0.6122245192527771,0.7438302073050346
25,0.6199590563774109,0.7443237907206318
26,0.6054085493087769,0.7438302073050346
27,0.5793993473052979,0.7433366238894373
28,0.5567394495010376,0.7443237907206318
29,0.5486137270927429,0.7309970384995064
30,0.5567039847373962,0.7122408687068115
31,0.5717619061470032,0.7087857847976308
32,0.5805090069770813,0.7127344521224087
33,0.5761631727218628,0.7240868706811451
34,0.5625426173210144,0.7433366238894373
35,0.5491337776184082,0.7443237907206318
36,0.5431216955184937,0.7428430404738401
37,0.545289933681488,0.7438302073050346
38,0.5513811707496643,0.7443237907206318
39,0.5558668375015259,0.7448173741362291
40,0.5553463697433472,0.7443237907206318
41,0.5501999258995056,0.7438302073050346
42,0.5438722372055054,0.7428430404738401
43,0.540314257144928,0.7433366238894373
44,0.5412035584449768,0.7423494570582428
45,0.544867992401123,0.7458045409674235
46,0.5477925539016724,0.7462981243830207
47,0.547505795955658,0.7423494570582428
48,0.5443471670150757,0.7428430404738401
49,0.5407727956771851,0.7433366238894373
50,0.5391013026237488,0.7438302073050346
51,0.5397375822067261,0.7448173741362291
52,0.5412184596061707,0.7448173741362291
53,0.5416969060897827,0.7443237907206318
54,0.5404306650161743,0.7443237907206318
55,0.5381642580032349,0.7433366238894373
56,0.5363341569900513,0.7443237907206318
57,0.5358548760414124,0.7438302073050346
58,0.5364430546760559,0.7448173741362291
59,0.5369821786880493,0.7453109575518263
60,0.5365676879882812,0.7438302073050346
61,0.535264790058136,0.7438302073050346
62,0.5339126586914062,0.7443237907206318
63,0.533254086971283,0.7433366238894373
64,0.5332823991775513,0.7443237907206318
65,0.5333618521690369,0.7443237907206318
66,0.5328938364982605,0.7438302073050346
67,0.5318529605865479,0.7453109575518263
68,0.5307393074035645,0.7443237907206318
69,0.5300476551055908,0.7448173741362291
70,0.5297808051109314,0.7462981243830207
71,0.529496967792511,0.7458045409674235
72,0.5288255214691162,0.7462981243830207
73,0.5278669595718384,0.7458045409674235
74,0.5270273089408875,0.7448173741362291
75,0.5265231728553772,0.7443237907206318
76,0.5261600613594055,0.7443237907206318
77,0.5256051421165466,0.7448173741362291
78,0.5247831344604492,0.7453109575518263
79,0.5239300727844238,0.7482724580454096
80,0.5232750773429871,0.7482724580454096
81,0.5227584838867188,0.7477788746298124
82,0.5221378803253174,0.7492596248766041
83,0.5213242173194885,0.7502467917077986
84,0.5204812288284302,0.7477788746298124
85,0.519774854183197,0.7472852912142152
86,0.519148051738739,0.7472852912142152
87,0.5184294581413269,0.7502467917077986
88,0.5175851583480835,0.7522211253701876
89,0.5167486667633057,0.7532082922013821
90,0.5160103440284729,0.7537018756169793
91,0.5152899622917175,0.7556762092793682
92,0.5144786834716797,0.7561697926949654
93,0.5136116147041321,0.7566633761105627
94,0.5127951502799988,0.7556762092793682
95,0.512029230594635,0.7546890424481737
96,0.5112213492393494,0.7586377097729516
97,0.5103480219841003,0.7586377097729516
98,0.509485125541687,0.7596248766041461
99,0.5086689591407776,0.7581441263573544
100,0.5078403949737549,0.7591312931885489
101,0.5069621801376343,0.7601184600197434
102,0.5060849189758301,0.7581441263573544
103,0.5052450895309448,0.7576505429417572
104,0.5044023990631104,0.7576505429417572
105,0.5035281181335449,0.7591312931885489
106,0.5026616454124451,0.7606120434353406
107,0.501828670501709,0.7611056268509379
108,0.5009949803352356,0.7606120434353406
109,0.5001422762870789,0.7601184600197434
110,0.4993024170398712,0.7611056268509379
111,0.4984827935695648,0.7630799605133267
112,0.49765217304229736,0.7645607107601184
113,0.49681100249290466,0.7665350444225074
114,0.49598634243011475,0.7675222112537019
115,0.49517008662223816,0.7685093780848964
116,0.49434301257133484,0.7694965449160909
117,0.4935210943222046,0.7690029615004936
118,0.49271562695503235,0.7690029615004936
119,0.4919102191925049,0.7714708785784797
120,0.4910997450351715,0.7729516288252715
121,0.4903019070625305,0.7734452122408687
122,0.48949429392814636,0.7724580454096742
123,0.48867112398147583,0.771964461994077
124,0.48782840371131897,0.771964461994077
125,0.48693937063217163,0.7734452122408687
126,0.48598214983940125,0.7749259624876604
127,0.48495981097221375,0.771964461994077
128,0.483930379152298,0.7749259624876604
129,0.48292842507362366,0.7793682132280355
130,0.4821189045906067,0.7818361303060217
131,0.4815383851528168,0.7813425468904245
132,0.4810740351676941,0.7833168805528135
133,0.4805733263492584,0.7857847976307996
134,0.47994351387023926,0.786771964461994
135,0.479196697473526,0.7882527147087858
136,0.47840601205825806,0.7882527147087858
137,0.47765177488327026,0.7897334649555775
138,0.47697535157203674,0.7892398815399803
139,0.4763910472393036,0.7882527147087858
140,0.47588062286376953,0.788746298124383
141,0.47538718581199646,0.788746298124383
142,0.47487083077430725,0.788746298124383
143,0.47431743144989014,0.7892398815399803
144,0.4737285077571869,0.7892398815399803
145,0.4731256365776062,0.7882527147087858
146,0.4725360870361328,0.786771964461994
147,0.47198545932769775,0.7862783810463968
148,0.47147777676582336,0.7872655478775913
149,0.4709995687007904,0.786771964461994
150,0.4705309271812439,0.7862783810463968
151,0.4700550436973572,0.7857847976307996
152,0.46956712007522583,0.7852912142152023
153,0.4690711200237274,0.786771964461994
154,0.46858206391334534,0.7862783810463968
155,0.46810612082481384,0.786771964461994
156,0.46764326095581055,0.786771964461994
157,0.46719810366630554,0.7882527147087858
158,0.4667578935623169,0.788746298124383
159,0.4663180708885193,0.7882527147087858
160,0.465874582529068,0.7877591312931885
161,0.46542999148368835,0.7872655478775913
162,0.46498632431030273,0.786771964461994
163,0.46454694867134094,0.7872655478775913
164,0.4641133248806,0.786771964461994
165,0.4636855721473694,0.7862783810463968
166,0.46326103806495667,0.7872655478775913
167,0.4628361165523529,0.7872655478775913
168,0.462409108877182,0.7862783810463968
169,0.46197959780693054,0.7872655478775913
170,0.4615483582019806,0.7877591312931885
171,0.4611145257949829,0.7882527147087858
172,0.46067970991134644,0.7877591312931885
173,0.4602408707141876,0.7877591312931885
174,0.4598011076450348,0.7882527147087858
175,0.4593629539012909,0.788746298124383
176,0.4589262306690216,0.7882527147087858
177,0.45849287509918213,0.788746298124383
178,0.4580670893192291,0.788746298124383
179,0.4576495289802551,0.7892398815399803
180,0.4572376608848572,0.7892398815399803
181,0.45682963728904724,0.7892398815399803
182,0.45642322301864624,0.7897334649555775
183,0.45601847767829895,0.7897334649555775
184,0.4556152820587158,0.7897334649555775
185,0.4552147686481476,0.7882527147087858
