Epoch,Loss,Test Accuracy
0,0.7345936298370361,0.7255676209279368
1,5.169393539428711,0.7443237907206318
2,1.4384701251983643,0.2744323790720632
3,4.662794589996338,0.31342546890424483
4,1.271041750907898,0.7448173741362291
5,0.9885843396186829,0.7453109575518263
6,1.6731529235839844,0.7443237907206318
7,1.7339928150177002,0.7448173741362291
8,1.4552595615386963,0.7448173741362291
9,1.0016170740127563,0.7443237907206318
10,0.5591680407524109,0.7838104639684107
11,0.5283203721046448,0.3943731490621915
12,0.8733729124069214,0.38943731490621913
13,0.8913466334342957,0.5488647581441264
14,0.6857951879501343,0.786771964461994
15,0.5128329992294312,0.7650542941757157
16,0.462855726480484,0.7497532082922014
17,0.4545687735080719,0.7467917077986179
18,0.45909780263900757,0.7458045409674235
19,0.4661734998226166,0.7462981243830207
20,0.4702617824077606,0.7462981243830207
21,0.46847957372665405,0.7467917077986179
22,0.46060293912887573,0.7487660414610069
23,0.44874677062034607,0.7532082922013821
24,0.4360313415527344,0.7601184600197434
25,0.42519286274909973,0.7769002961500494
26,0.4175548255443573,0.7897334649555775
27,0.413115531206131,0.8045409674234946
28,0.410744845867157,0.8070088845014808
29,0.4088130593299866,0.8070088845014808
30,0.4059000313282013,0.807502467917078
31,0.401140421628952,0.8079960513326753
32,0.3946320712566376,0.8099703849950641
33,0.3873020112514496,0.8114511352418559
34,0.38054850697517395,0.8089832181638696
35,0.37550950050354004,0.8084896347482725
36,0.37234967947006226,0.8060217176702863
37,0.3700980842113495,0.8079960513326753
38,0.36725616455078125,0.8114511352418559
39,0.3628952205181122,0.8139190523198421
40,0.3573892414569855,0.8213228035538006
41,0.35211923718452454,0.8282329713721619
42,0.3483828604221344,0.8366238894373149
43,0.346239298582077,0.8395853899308984
44,0.34447386860847473,0.8405725567620927
45,0.3417063057422638,0.8425468904244817
46,0.33774200081825256,0.84106614017769
47,0.33378568291664124,0.8395853899308984
48,0.3311529755592346,0.8400789733464955
49,0.3298094868659973,0.8395853899308984
50,0.32845139503479004,0.8425468904244817
51,0.32608866691589355,0.8455083909180652
52,0.32327213883399963,0.8474827245804541
53,0.32130324840545654,0.8464955577492597
54,0.32044872641563416,0.8460019743336624
55,0.31961843371391296,0.8455083909180652
56,0.3179725408554077,0.8479763079960513
57,0.31608957052230835,0.8464955577492597
58,0.31496661901474,0.8455083909180652
59,0.3144872486591339,0.8460019743336624
60,0.3136948347091675,0.8460019743336624
61,0.3123556673526764,0.8479763079960513
62,0.31122294068336487,0.8489634748272458
63,0.310702383518219,0.8489634748272458
64,0.3102138638496399,0.8489634748272458
65,0.3092624843120575,0.8499506416584403
66,0.3082498013973236,0.849457058242843
67,0.3076593577861786,0.8499506416584403
68,0.3072032332420349,0.8499506416584403
69,0.30642417073249817,0.8529121421520237
70,0.3055230677127838,0.8524185587364265
71,0.3049013018608093,0.8519249753208292
72,0.3043980002403259,0.8524185587364265
73,0.3036641478538513,0.853405725567621
74,0.302837997674942,0.8538993089832182
75,0.30220645666122437,0.853405725567621
76,0.30164241790771484,0.8538993089832182
77,0.3009146451950073,0.853405725567621
78,0.30014756321907043,0.8538993089832182
79,0.2995245158672333,0.8548864758144127
80,0.2989234924316406,0.8538993089832182
81,0.29820558428764343,0.8548864758144127
82,0.2974974513053894,0.8538993089832182
83,0.296895831823349,0.8538993089832182
84,0.2962786555290222,0.8553800592300099
85,0.295589417219162,0.8563672260612043
86,0.2949434220790863,0.8558736426456071
87,0.29436227679252625,0.8568608094768015
88,0.2937444746494293,0.8573543928923988
89,0.29309800267219543,0.857847976307996
90,0.29250574111938477,0.859822309970385
91,0.29193639755249023,0.8593287265547878
